,plsnt,attnt,snst,aptit,polarity_intense
รอลงอาญา,-0.07,0.0,-0.06,0.0,-0.043
เสื้อผู้หญิง,0.1,-0.12,0.05,-0.03,0.047
รถโดยสารสาธารณะ,-0.05,0.056,-0.02,0.012,-0.001
หวานใจ,0.735,-0.87,0.0,0.0,0.535
ความแจ่มใส,0.655,0.635,-0.23,0.3,0.453
การเดิน,-0.047,0.089,-0.07,0.138,0.037
ไฮเวย์,0.0,0.072,0.0,0.092,0.055
กัมปนี,0.111,0.18,0.0,0.128,0.14
รองเท้าบูท,0.306,0.228,0.0,0.087,0.207
ทูล,0.791,0.924,0.0,0.0,0.572
ภาพฝาผนัง,0.047,0.0,0.0,0.055,0.034
หนังสติ๊ก,0.0,-0.03,0.042,-0.07,-0.027
แย่,-0.375,0.077,-0.77,-0.394,-0.487
ตีเส้น,0.614,-0.95,0.0,0.768,0.777
ร.ร.,-0.035,0.356,0.004,0.324,0.214
ขนมเค้กวันเกิด,0.875,0.0,0.0,0.0,0.292
เหว,-0.39,0.046,-0.45,0.039,-0.252
ถั่วเขียว,-0.7,0.0,0.606,-0.72,-0.675
ผู้อาวุโส,0.795,-0.85,0.0,0.973,0.873
ก๊อปปี้,-0.04,0.127,-0.12,0.223,0.063
สิทธิ,0.961,0.916,0.0,0.901,0.926
อาตมัน,0.042,0.146,0.0,0.0,0.063
ทิ่ม,-0.01,0.309,0.306,-0.327,-0.111
การวางแผน,0.472,0.553,0.004,0.451,0.491
ชนบท,0.251,-0.144,0.01,0.267,0.217
อาจหาญ,0.446,0.419,-0.107,0.492,0.417
พักผ่อนหย่อนใจ,0.838,0.744,0.0,0.874,0.819
ภรรยาลับ,-0.98,0.0,0.791,-0.85,-0.874
หญิงโสด,-0.87,0.0,0.524,-0.76,-0.718
เกต,0.0,0.0,0.0,0.076,0.025
ยิงปืน,-0.03,-0.03,0.344,-0.515,-0.286
ทำสมาธิ,0.061,0.179,0.0,0.177,0.139
มงกุฎ,0.156,-0.41,0.48,0.084,0.057
มื้อ,0.062,0.0,0.027,0.055,0.03
ขับดัน,0.825,0.0,0.0,0.703,0.509
แม่แพะ,0.0,0.864,0.0,0.751,0.538
ลูกแก้ว,-0.4,0.038,-0.39,0.077,-0.225
จน,-0.56,0.0,-0.49,-0.09,-0.38
ไฮดรา,0.0,0.0,-0.87,0.0,-0.29
ไปเป็นเพื่อน,0.0,0.061,0.0,0.061,0.041
ห้องแสดงภาพ,0.07,0.0,0.0,0.0,0.023
หินหนืด,0.0,0.0,-0.92,0.0,-0.307
โดยอ้อม,-0.345,0.083,-0.43,0.076,-0.205
แสดง,0.309,0.019,0.168,0.183,0.114
ความวุ่นวาย,-0.822,0.0,0.807,-0.692,-0.774
ซีด,-0.625,0.1,-0.25,-0.305,-0.36
คาเวียร์,0.061,0.07,-0.05,0.073,0.051
กลมกลืน,0.399,-0.404,-0.04,0.476,0.413
ชั้น,0.133,0.182,0.126,0.001,0.063
บรรจบ,-0.12,0.0,-0.09,-0.04,-0.083
เหล้ายิน,0.843,0.89,0.0,0.0,0.578
ได้ประโยชน์,0.812,0.872,0.0,0.0,0.561
สำนึก,-0.84,0.0,0.0,-0.78,-0.54
ความทุ่มเท,0.0,0.0,0.0,0.436,0.145
พิธีกรรม,0.0,0.0,0.0,0.813,0.271
สารหนู,-0.99,0.0,-0.78,0.0,-0.59
ภาษา,0.0,0.358,0.0,0.44,0.266
เข้า,0.362,-0.048,-0.057,0.305,0.219
น้ำดี,0.0,0.0,0.0,-0.96,-0.32
ประแจ,-0.83,0.0,0.509,-0.84,-0.726
การจ่าย,0.965,0.807,0.0,0.0,0.591
พยัญชนะ,0.0,0.943,0.0,0.0,0.314
การสาธิต,-0.01,-0.46,-0.03,0.335,0.252
ลูกเสือ,-0.076,-0.255,0.368,0.066,-0.041
พิราบ,-0.03,-0.02,0.027,-0.1,-0.046
กรรมาธิการ,0.448,0.535,-0.03,0.035,0.329
ลดลง,-0.194,0.198,0.449,-0.338,-0.261
รวมยอด,-0.02,0.259,0.01,0.18,0.136
ซด,0.102,0.084,0.0,0.076,0.087
ทำให้,0.184,0.017,0.214,0.446,0.144
บางที,-0.03,0.323,-0.23,0.437,0.167
การระบายน้ำ,0.817,-0.89,0.0,0.0,0.569
กัก,0.014,0.12,-0.515,-0.348,-0.243
ความเสียหาย,-0.81,0.0,-0.109,-0.26,-0.393
ข้อต่อ,0.023,0.085,-0.04,0.088,0.052
พิเศษ,-0.07,0.207,-0.05,0.228,0.105
โปรแกรมคอมพิวเตอร์,0.358,0.308,-0.115,0.202,0.251
ด่านตรวจคนเข้าเมือง,0.946,0.943,0.0,0.0,0.63
บด,0.032,-0.3,0.0,-0.337,-0.002
โยธา,0.0,0.119,0.0,0.095,0.071
เข้าใจผิด,0.0,0.0,-0.73,-0.87,-0.533
ความรักชาติ,0.0,0.19,-0.06,0.093,0.074
แผลในกระเพาะอาหาร,-0.99,0.0,0.964,-0.7,-0.885
เสาหลัก,0.36,0.041,0.004,0.459,0.285
การประดิษฐ์,-0.385,0.1,-0.51,0.086,-0.236
โน้ตเพลง,0.047,0.0,0.0,0.132,0.06
เรียน,0.842,0.829,0.0,0.888,0.853
สามัญ,0.013,0.191,-0.04,0.148,0.104
ห้อง,-0.29,-0.035,0.254,-0.415,-0.308
ผู้โศกเศร้า,-0.31,0.099,-0.35,-0.09,-0.217
โล่ง,0.01,-0.012,0.065,0.177,0.045
การพยากรณ์อากาศ,-0.015,0.0,-0.385,-0.47,-0.29
พิมพ์ดีด,0.0,0.0,0.128,0.0,-0.043
การให้,0.0,-0.98,0.0,0.733,0.571
มหาสมุทรอินเดีย,0.0,0.087,0.0,0.071,0.053
ดินสอ,0.031,0.08,0.023,0.069,0.052
ศพ,0.451,0.386,-0.375,-0.37,0.031
หมอนวด,0.99,0.0,0.0,0.721,0.57
อย่างมาก,-0.421,0.036,0.016,-0.051,-0.151
ความเป็นผู้หญิง,0.006,-0.26,0.474,0.095,-0.038
ตกตะลึง,-0.51,0.078,0.73,-0.805,-0.656
ร่วมประเวณี,0.718,-0.57,0.0,0.991,0.76
ใช้สอย,0.396,0.548,0.0,0.058,0.334
สั่งซื้อ,0.049,0.212,0.0,0.195,0.152
ที่เปิดขวด,-0.08,0.232,0.0,0.099,0.084
ชักขึ้น,0.087,-0.04,0.0,0.0,0.042
ภาพสีน้ำ,0.0,0.067,0.0,0.077,0.048
ลูกนา,0.053,0.094,0.0,0.136,0.094
สะเต๊ะ,0.334,0.331,-0.11,0.49,0.348
สินน้ำใจ,0.789,0.848,0.0,0.0,0.546
ร้อย,-0.228,-0.01,0.2,-0.287,-0.235
คลุมหน้า,0.103,-0.09,0.019,0.0,0.058
ผลตอบแทน,-0.07,0.354,-0.21,0.366,0.147
นกอินทรี,0.0,0.105,0.0,0.0,0.035
สถานีขนส่ง,0.0,0.147,0.0,0.099,0.082
ทักษะการขาย,0.0,0.325,-0.18,0.335,0.16
หัวลูกศร,0.059,0.0,0.0,0.049,0.036
อามิษ,0.227,-0.523,0.217,0.221,0.251
หนูน้อย,0.738,-0.53,0.0,0.856,0.708
จัด,0.308,0.331,-0.045,0.26,0.285
ถ้ำหลวง,-0.96,0.0,-0.95,0.0,-0.637
เชิง,0.303,-0.471,0.009,0.39,0.385
มูก,0.0,0.0,-0.05,-0.05,-0.033
บุคคลภายนอก,-0.23,0.235,0.456,-0.57,-0.34
ดู,0.375,0.101,0.0,0.183,0.22
จิตบำบัด,0.542,-0.63,0.0,0.912,0.695
ย่อความ,0.736,0.847,0.0,0.0,0.528
หลบหนี,-0.123,-0.173,0.604,-0.357,-0.304
ปรมาณู,0.026,0.069,0.0,0.0,0.032
กระบอกสูบ,0.042,-0.02,0.035,0.065,0.031
ลงนาม,0.037,0.073,0.0,0.098,0.069
สรวงสวรรค์,0.02,0.315,0.0,0.294,0.21
เคบิน,0.0,0.0,0.012,-0.06,-0.024
เกลือแกง,0.0,0.0,-0.87,-0.95,-0.607
เว้น,-0.32,0.224,-0.25,0.135,-0.07
ศรัทธา,0.51,-0.085,0.028,0.516,0.361
แบ่งประเภท,0.763,-0.67,0.0,0.945,0.793
เขยิบ,0.884,0.998,0.0,0.0,0.627
รัด,0.941,0.972,0.0,0.0,0.638
รับผิดชอบ,0.478,0.602,0.0,0.445,0.508
โบกรถ,0.991,-0.79,0.0,0.0,0.594
โค่นต้นไม้,0.026,0.165,-0.12,0.292,0.121
ความศักดิ์สิทธิ์,0.0,-0.94,0.0,0.758,0.566
มุ่งหมาย,0.537,0.693,-0.043,0.099,0.429
สัดส่วน,0.0,0.931,0.0,0.746,0.559
เพื่อนคู่หู,0.17,0.125,-0.04,0.196,0.15
เชื้อ,0.964,0.728,0.0,0.0,0.564
จักรวรรดิ,0.0,0.173,-0.06,0.126,0.08
บาสเกตบอล,0.784,-0.78,0.0,0.0,0.521
การแปร,-0.76,0.0,0.969,-0.55,-0.76
ชนชั้นทางสังคม,-0.07,0.0,0.0,0.0,-0.023
ท่ายืน,0.0,0.753,0.0,0.766,0.506
จ่ายหนี้,0.0,0.069,0.0,0.079,0.049
ทำใหม่,-0.06,0.122,-0.04,0.113,0.045
ขนลุก,-0.02,-0.05,-0.05,-0.05,-0.023
บนบก,0.0,0.0,0.073,0.0,-0.024
ร้านสหกรณ์,0.0,0.0,-0.9,-0.88,-0.593
พัชนี,0.628,-0.96,0.0,0.682,0.757
เข้าไปใน,-0.02,0.176,-0.1,0.287,0.114
ท้าทาย,0.104,-0.06,0.057,0.0,0.036
หย่อนใจ,0.419,0.786,0.0,0.848,0.684
โรคบิด,-0.89,0.0,0.702,-0.67,-0.754
ตั้งเวลา,0.86,-0.79,0.0,0.93,0.86
อุทยาน,-0.03,0.224,-0.06,0.067,0.067
ตรวจตรา,0.592,0.007,0.0,0.025,0.208
สาวสวย,0.858,0.0,0.0,0.874,0.577
เต้าหู้,0.0,-0.03,0.046,-0.08,-0.032
โล,0.868,0.819,0.0,0.0,0.562
โรงทาน,-0.1,0.0,-0.06,0.0,-0.053
ถนอมอาหาร,0.0,0.243,-0.11,0.201,0.111
นักหนังสือพิมพ์,0.261,0.497,-0.09,0.35,0.339
ลาก่อน,0.0,0.145,0.0,0.2,0.115
โดยตรง,0.438,0.784,0.0,0.437,0.553
ชุดชั้นใน,-0.392,0.224,0.189,-0.588,-0.315
การหลับ,0.03,-0.025,-0.45,0.0,-0.132
กระด้าง,0.824,-0.96,0.0,0.0,0.595
ผนึก,0.013,0.388,0.284,0.124,0.08
ฉาบ,0.0,0.127,-0.04,0.194,0.094
เหลือง,0.0,0.19,-0.09,0.175,0.092
งวง,0.892,0.963,0.0,0.0,0.618
ห้องใต้ดิน,0.01,0.147,0.0,0.0,0.052
มหาวิหาร,0.971,0.0,0.0,0.752,0.574
หมอยา,0.546,-0.83,0.0,0.973,0.783
ม้านั่งยาว,0.033,-0.03,0.0,0.0,0.021
ลอน,-0.01,0.082,0.0,0.1,0.057
ไม้ถูพื้น,0.711,0.0,0.0,0.802,0.504
เวลาเข้านอน,0.1,0.085,0.0,0.093,0.093
สีเทา,-0.51,0.0,0.651,-0.61,-0.59
ต้นขนุน,0.859,0.917,0.0,0.0,0.592
ใส่พริกไทย,-0.91,0.0,-0.88,0.0,-0.597
ทรุด,-0.617,0.0,0.384,-0.393,-0.465
การแช่,-0.8,0.0,0.962,-0.55,-0.771
ผล,-0.04,0.185,-0.062,0.189,0.091
เชื้อไฟ,0.0,0.0,0.0,0.882,0.294
ห้องน้ำ,0.018,-0.08,0.0,0.0,0.033
การเพาะกาย,0.072,0.094,0.0,0.149,0.105
นิทาน,0.1,0.085,0.0,0.093,0.093
การเนรคุณ,-0.87,0.0,0.0,-0.95,-0.607
บรรดา,0.082,0.219,0.168,-0.04,0.031
เสน่ห์,0.272,0.389,0.0,0.484,0.382
อารยะขัดขืน,-0.9,0.0,0.771,-0.99,-0.887
ทำให้รำคาญ,-0.575,0.04,0.636,-0.58,-0.584
ยึด,0.238,-0.042,-0.15,0.048,0.059
ลงสนาม,0.047,0.178,-0.09,0.277,0.137
ล่าม,0.0,0.202,-0.06,0.291,0.144
ชั่วกาลนาน,0.0,0.136,-0.09,0.18,0.075
อาทิตย์,0.51,0.46,0.0,0.476,0.482
ชิวหา,0.039,0.0,0.0,0.058,0.032
ดีกว่า,0.935,0.0,0.0,0.902,0.612
การจัดระเบียบ,0.995,0.73,0.0,0.746,0.824
ยิ่ง,0.085,0.484,0.04,0.464,0.331
เยี่ยว,0.038,0.034,0.014,0.025,0.028
หลอดเลือดแดง,0.042,-0.06,0.0,-0.03,0.024
ปลายแหลม,0.04,0.074,0.059,0.092,0.049
อานม้า,0.093,-0.02,0.0,0.054,0.056
เอะใจ,-0.165,0.056,-0.6,-0.495,-0.401
อ๋อย,0.428,0.275,-0.067,0.339,0.325
อุดหนุน,0.0,0.0,-0.75,-0.71,-0.487
แอ,0.0,0.37,-0.27,0.283,0.128
รูปหกเหลี่ยม,0.0,0.093,0.0,0.205,0.099
บำรุง,0.452,-0.196,-0.05,0.468,0.355
ระดับอาวุโส,-0.76,0.0,-1.0,0.0,-0.587
ผู้ต้องขัง,0.0,0.0,-0.71,-0.95,-0.553
พี่เลี้ยงเด็ก,0.472,0.042,0.0,0.661,0.392
คลาสสิค,0.136,-0.11,0.031,0.0,0.072
ภาพวิว,-0.89,0.0,-0.99,0.0,-0.627
ระนาด,-0.172,-0.055,0.456,-0.295,-0.289
ไถ่บาป,0.0,0.948,0.0,0.755,0.568
ระดม,-0.018,-0.008,-0.057,0.231,0.055
การฝังเข็ม,0.0,-0.04,0.098,-0.11,-0.056
ผู้อาศัย,-0.008,0.379,0.0,0.398,0.256
น่านับถือ,0.983,-0.8,0.0,0.966,0.916
สภาพภูมิอากาศ,0.909,0.983,0.0,0.0,0.631
อะดรีนาลีน,0.672,-0.55,0.0,0.992,0.738
ประเทศโปแลนด์,0.0,0.0,0.0,0.1,0.033
แม่พระ,0.865,-0.75,0.0,0.717,0.777
การดูแลรักษา,0.784,0.0,0.0,0.0,0.261
อุปมาอุปไมย,0.315,0.329,-0.25,0.382,0.259
สละราชสมบัติ,-0.78,0.0,0.801,-0.87,-0.817
เสียบปลั๊ก,0.856,0.729,0.0,0.0,0.528
จักรยานยนต์,-0.06,0.122,-0.04,0.113,0.045
ศาล,0.018,0.146,0.004,0.105,0.088
ทรงกลม,0.852,0.887,0.0,0.0,0.58
เต็มไปด้วย,0.774,-0.82,0.0,0.654,0.749
โอบล้อม,0.783,-0.93,0.0,0.585,0.766
เท่า,0.059,0.171,0.045,0.234,0.14
การใช้,-0.013,-0.01,-0.03,0.176,0.048
เต็มปาก,0.766,0.444,0.0,0.487,0.566
ดวงจิต,0.042,0.146,0.0,0.0,0.063
สีเขียว,-0.02,0.078,0.042,0.066,0.027
เรียกกลับ,0.888,0.816,0.0,0.0,0.568
โคมระย้า,0.046,-0.03,0.0,0.0,0.025
จันทน์เทศ,-0.91,0.0,0.931,-0.72,-0.854
กีฬาทางน้ำ,0.928,0.923,0.0,0.0,0.617
เข้าร่วมประชุม,0.737,-0.93,0.0,0.0,0.556
สถานเลี้ยงเด็กกำพร้า,-0.16,-0.05,-0.12,-0.13,-0.12
ประหลาดใจ,0.896,0.811,0.0,0.916,0.874
สามหาว,-0.48,0.026,0.089,-0.458,-0.334
อ่างล้างหน้า,0.0,-0.76,0.0,0.966,0.575
ประเมินผล,0.819,0.751,0.0,0.0,0.523
การข่มขืน,-0.76,0.0,0.0,-0.92,-0.56
อำนวยการ,0.456,-0.132,-0.018,0.42,0.33
ปังตอ,-0.03,-0.02,-0.05,-0.15,-0.07
แกว่ง,0.04,0.122,-0.373,-0.153,-0.121
เลือด,-0.375,0.0,-0.5,-0.445,-0.44
การ์ดวันเกิด,0.051,0.0,0.0,0.072,0.041
ทุกๆ,-0.414,0.053,0.318,-0.424,-0.368
คำอุปมา,0.066,0.079,0.0,0.142,0.096
เล่ห์กล,0.0,-0.81,0.0,0.817,0.542
กำมะถัน,-0.03,0.0,0.0,-0.08,-0.037
เรซิน,-0.81,0.0,-0.96,0.0,-0.59
รถเสบียง,-0.58,0.0,0.714,-0.61,-0.635
คนขี้เมา,-0.78,0.0,0.0,-0.87,-0.55
การเผาศพ,-0.465,0.046,0.398,-0.37,-0.396
จำแนก,-0.372,0.157,0.093,-0.204,-0.171
วัตถุดิบ,0.024,-0.04,0.0,0.0,0.021
สถานะของเหลว,0.048,0.0,0.0,0.058,0.035
โค้ก,0.521,0.482,0.0,0.0,0.334
น่าพิศวง,0.37,-0.275,-0.009,0.435,0.357
นักปฏิรูป,-0.67,0.0,0.993,-0.85,-0.838
หน่วยงานราชการ,0.065,0.235,-0.11,0.184,0.125
ธูป,0.827,0.0,0.0,0.0,0.276
สเปรย์,-0.76,0.0,0.786,-0.92,-0.822
อัตราดอกเบี้ย,0.841,0.957,0.0,0.0,0.599
สุขภาพดี,0.071,0.0,0.0,0.0,0.024
กฎการเคลื่อนที่ของนิวตัน,-0.64,0.0,0.678,-0.7,-0.673
มีนวิทยา,0.1,0.085,0.0,0.093,0.093
พลัน,0.118,0.351,0.114,0.213,0.189
บรรลุ,0.011,0.428,0.25,-0.018,0.057
แสลง,-0.337,0.04,-0.18,-0.161,-0.213
ใบเรือ,-0.05,0.075,0.0,0.116,0.047
เสียดสี,-0.66,0.0,0.809,-0.56,-0.676
เคลื่อนไปข้างหน้า,-0.07,0.227,-0.13,0.203,0.077
อากร,0.0,0.856,0.0,0.886,0.581
สิ่งก่อสร้าง,0.061,0.179,0.0,0.177,0.139
ความไม่รู้,-0.06,0.0,-0.13,0.061,-0.043
พิทักษ์,0.016,0.046,-0.03,0.581,0.204
ทดน้ำ,-0.18,-0.07,0.0,-0.2,-0.103
ประจบประแจง,0.985,-0.75,0.0,0.894,0.876
ละห้อย,-0.699,0.171,-0.055,-0.213,-0.265
การผลิต,0.0,0.164,-0.08,0.215,0.1
แฟง,0.0,0.0,0.99,-0.74,-0.577
เค้ก,0.029,-0.16,0.0,0.0,0.063
การกำหนด,0.207,-0.021,0.138,0.391,0.16
ผันแปร,0.0,0.0,-0.85,-0.74,-0.53
การหมุนรอบ,0.159,0.068,-0.07,0.118,0.092
การปรากฏตัว,0.769,0.0,0.0,0.0,0.256
กระวนกระวาย,-0.86,0.0,-0.245,-0.327,-0.477
วัฒนธรรม,0.482,0.544,-0.035,0.0,0.33
เมื่อกี้,0.059,0.274,-0.11,0.244,0.156
การยอมรับ,0.254,0.397,-0.1,0.185,0.245
โต๊ะเขียนหนังสือ,0.432,0.392,0.0,0.052,0.292
ทำอาหาร,0.04,0.0,0.0,0.067,0.036
ประเมิน,0.253,0.366,0.017,0.149,0.25
พาดหัว,0.0,0.943,0.0,0.0,0.314
ถามคำถาม,0.0,0.82,0.0,0.822,0.547
ดึงดูดใจ,0.503,-0.072,-0.093,0.339,0.274
ฝีเย็บ,0.0,-0.89,0.0,0.868,0.586
อย่างคร่าวๆ,-0.81,0.0,-0.77,0.0,-0.527
อับ,0.17,-0.397,0.181,-0.43,-0.015
อาคารผู้โดยสาร,0.027,-0.03,0.017,0.1,0.047
ประดับ,0.053,0.078,0.0,0.0,0.044
ผู้เล่น,-0.71,0.0,0.789,-0.9,-0.8
เศษ,0.136,-0.121,-0.007,0.208,0.153
เกินไป,-0.022,0.079,0.376,-0.35,-0.223
โดยสมบูรณ์,0.0,0.0,-0.78,-0.81,-0.53
บรั่นดี,0.841,0.88,0.0,0.0,0.574
สอบสวน,-0.061,0.032,-0.037,0.059,-0.002
ยางเรเดียล,0.06,-0.03,0.037,0.075,0.043
ทางจิตใจ,0.0,0.0,0.886,-0.76,-0.549
ตุ๋น,-0.22,-0.007,0.648,-0.577,-0.479
ค่าตอบแทน,0.499,-0.174,-0.045,0.518,0.382
ย่อ,0.232,0.349,-0.057,0.105,0.21
สาบานตน,0.088,0.317,-0.29,0.379,0.165
เปรียบเทียบ,0.414,0.528,-0.055,0.154,0.347
ประเภท,0.196,-0.147,0.162,0.061,0.081
ผ้าปูที่นอน,0.023,0.0,0.0,0.065,0.029
การตี,-0.596,-0.2,0.466,-0.22,-0.361
บริสุทธิ์,0.359,0.054,-0.03,0.121,0.168
เกี่ยวกับราชวงศ์,0.059,0.076,-0.05,0.079,0.055
สัมภาษณ์,0.04,0.07,0.0,0.0,0.037
แอสไพริน,-0.07,-0.03,-0.05,-0.25,-0.113
เฟอร์,-0.158,-0.485,0.0,-0.011,0.105
ง่ายๆ,0.806,0.0,0.0,0.0,0.269
เสนอแนะ,0.22,0.513,-0.13,0.466,0.356
ลูกธนู,0.059,0.0,0.0,0.049,0.036
ไข้ทรพิษ,-0.07,0.0,-0.22,-0.15,-0.147
ฝิ่น,0.0,0.073,-0.09,-0.08,-0.032
ผิวหนัง,0.0,0.0,0.021,-0.06,-0.027
ความภาคภูมิใจ,0.912,0.732,0.0,0.763,0.802
อโฆษะ,0.661,-0.58,0.0,0.933,0.725
ค่อยยังชั่ว,0.43,-0.184,0.209,0.184,0.196
นักรัก,0.229,0.127,0.0,0.0,0.119
ความพิเศษ,0.0,0.131,0.078,0.129,0.061
เมล์,0.339,0.472,0.03,0.0,0.26
สี,0.477,0.231,0.0,-0.018,0.23
แผ่นหิน,-0.09,0.0,-0.11,0.0,-0.067
ป่วนปั่น,0.0,0.0,-0.73,-0.85,-0.527
เครื่องกำเนิดไฟฟ้า,0.0,0.744,0.0,0.903,0.549
อสมมาตร,-0.59,0.0,0.672,-0.83,-0.697
ทับหลัง,0.0,0.0,0.0,0.128,0.043
ม้าหมุน,0.964,0.713,0.0,0.0,0.559
ชีวิต,0.944,0.106,0.0,0.422,0.491
บทกลอน,0.088,0.0,-0.04,0.082,0.043
เครื่องปรุงรส,-0.214,0.3,0.525,-0.161,-0.2
น้ำประปา,0.728,-0.51,0.0,0.811,0.683
ดิสโพรเซียม,-0.05,0.0,0.031,-0.03,-0.037
วุ้น,-0.076,-0.465,0.0,0.012,0.134
ให้ข้อมูลผิด,-0.785,0.0,0.775,-0.535,-0.698
ล่าสัตว์,0.402,0.0,0.0,0.292,0.231
เรโซแนนซ์,0.0,0.976,0.0,0.767,0.581
จอคอมพิวเตอร์,0.044,0.08,0.0,-0.03,0.031
วอลนัท,0.02,-0.05,0.0,0.0,0.023
กระถิน,0.061,0.093,0.037,0.114,0.077
เป็นธรรม,0.495,0.091,-0.037,0.579,0.376
หมอบ,-0.414,0.2,-0.495,0.114,-0.198
ขนดก,-0.59,0.0,0.637,-0.92,-0.716
แผนภูมิ,0.094,0.091,0.0,0.125,0.103
คนป่า,0.0,0.0,0.425,-0.46,-0.295
อุตสาหกรรม,0.025,0.154,-0.04,0.194,0.111
สิว,-0.54,0.0,0.459,-0.53,-0.51
คุ้ม,-0.138,0.24,0.062,0.255,0.098
ฉันพี่น้อง,0.605,0.647,-0.26,0.323,0.438
พืชยืนต้น,-0.47,0.035,0.304,-0.44,-0.393
เยลลี่,0.708,-0.93,0.0,0.764,0.801
ลบล้าง,-0.39,0.0,-0.895,-0.36,-0.548
แผลเป็น,-0.125,-0.015,0.009,-0.16,-0.093
ชุมทาง,0.101,0.074,0.03,0.0,0.048
พลร่ม,-0.88,0.0,0.0,-0.93,-0.603
อ่อย,0.0,0.0,0.0,0.961,0.32
การทำธุรกิจ,0.0,0.881,0.0,0.969,0.617
ถ่ม,-0.83,0.0,0.87,-0.97,-0.89
ภาษาพูด,0.0,0.0,0.0,0.13,0.043
ผู้สนับสนุน,0.208,-0.091,-0.025,0.608,0.294
กระวาน,0.0,0.0,-0.76,-0.72,-0.493
ถอย,0.24,-0.02,0.182,0.161,0.08
นางเอก,0.806,-0.57,0.0,0.744,0.707
รุกล้ำ,-0.93,0.0,0.669,-0.93,-0.843
รถราง,0.722,0.865,0.0,0.748,0.778
ร้าว,-0.91,0.0,-0.72,-0.99,-0.873
เบิกความ,-0.21,0.16,-0.19,0.057,-0.061
การบังคับใช้กฎหมาย,0.632,-0.96,0.0,0.632,0.741
เจ้าเล่ห์,0.0,0.0,-0.98,-0.82,-0.6
คอนกรีต,0.0,0.127,-0.04,0.194,0.094
ความเสื่อม,-0.49,0.0,-0.955,-0.355,-0.6
เตรียม,-0.95,0.0,0.721,-0.75,-0.807
